Case ID,Activity,Complete Timestamp,Variant,Variant index
Case 5694,6,2012/01/18 00:16:12.000,Variant 7,7
Case 5694,4,2012/01/18 00:48:46.000,Variant 7,7
Case 5694,6,2012/01/18 19:59:43.000,Variant 7,7
Case 5695,3,2012/01/04 03:06:06.000,Variant 3,3
Case 5695,3,2012/02/03 18:15:22.000,Variant 3,3
Case 5696,3,2012/01/04 03:11:19.000,Variant 27,27
Case 5696,5,2012/01/04 03:11:37.000,Variant 27,27
Case 5696,6,2012/01/13 00:55:00.000,Variant 27,27
Case 5696,4,2012/01/16 18:51:04.000,Variant 27,27
Case 5696,6,2012/01/16 21:18:31.000,Variant 27,27
Case 5696,4,2012/01/16 22:28:46.000,Variant 27,27
Case 5697,1,2012/01/04 03:55:15.000,Variant 1,1
Case 5698,3,2012/01/04 20:03:16.000,Variant 5,5
Case 5698,5,2012/01/05 04:36:11.000,Variant 5,5
Case 5698,6,2012/01/17 19:44:31.000,Variant 5,5
Case 5699,3,2012/01/04 20:10:55.000,Variant 24,24
Case 5699,5,2012/01/10 00:41:01.000,Variant 24,24
Case 5699,6,2012/01/18 19:01:50.000,Variant 24,24
Case 5699,4,2012/01/18 19:03:40.000,Variant 24,24
Case 5699,6,2012/01/19 01:18:56.000,Variant 24,24
Case 5699,4,2012/01/19 21:03:45.000,Variant 24,24
Case 5699,4,2012/01/23 19:05:22.000,Variant 24,24
Case 5700,3,2012/01/04 21:12:18.000,Variant 11,11
Case 5701,3,2012/01/04 23:05:12.000,Variant 5,5
Case 5701,5,2012/01/14 01:29:52.000,Variant 5,5
Case 5701,6,2012/01/17 23:02:56.000,Variant 5,5
Case 5702,1,2012/01/04 05:04:04.000,Variant 10,10
Case 5702,3,2012/01/04 21:18:56.000,Variant 10,10
Case 5703,3,2012/01/04 21:32:53.000,Variant 2,2
Case 5703,5,2012/01/16 19:45:50.000,Variant 2,2
Case 5703,5,2012/02/04 18:15:36.000,Variant 2,2
Case 5704,1,2012/01/04 05:24:39.000,Variant 1,1
Case 5705,3,2012/01/04 21:44:03.000,Variant 8,8
Case 5705,5,2012/01/05 01:18:09.000,Variant 8,8
Case 5705,6,2012/01/24 22:00:30.000,Variant 8,8
Case 5705,6,2012/01/25 17:30:07.000,Variant 8,8
Case 5706,1,2012/01/04 05:26:16.000,Variant 4,4
Case 5706,3,2012/01/04 21:51:16.000,Variant 4,4
Case 5706,3,2012/01/05 03:36:03.000,Variant 4,4
Case 5707,1,2012/01/04 05:34:37.000,Variant 10,10
Case 5707,3,2012/01/04 23:15:32.000,Variant 10,10
Case 5708,1,2012/01/04 18:04:04.000,Variant 4,4
Case 5708,3,2012/01/05 01:23:57.000,Variant 4,4
Case 5708,3,2012/01/07 05:31:59.000,Variant 4,4
Case 5709,3,2012/01/04 05:57:40.000,Variant 2,2
Case 5709,5,2012/01/04 06:00:12.000,Variant 2,2
Case 5709,5,2012/02/11 23:56:04.000,Variant 2,2
Case 5710,1,2012/01/04 20:14:44.000,Variant 19,19
Case 5710,3,2012/01/05 03:51:38.000,Variant 19,19
Case 5710,5,2012/01/05 18:47:28.000,Variant 19,19
Case 5710,6,2012/02/01 19:46:10.000,Variant 19,19
Case 5710,4,2012/02/02 00:06:57.000,Variant 19,19
Case 5710,6,2012/02/02 01:52:37.000,Variant 19,19
Case 5710,6,2012/02/02 18:31:16.000,Variant 19,19
Case 5711,3,2012/01/04 23:28:52.000,Variant 29,29
Case 5711,5,2012/01/10 18:50:31.000,Variant 29,29
Case 5711,6,2012/01/13 23:39:30.000,Variant 29,29
Case 5711,4,2012/01/14 00:43:08.000,Variant 29,29
Case 5711,6,2012/01/16 18:33:08.000,Variant 29,29
Case 5711,4,2012/01/16 23:37:21.000,Variant 29,29
Case 5711,6,2012/01/17 00:37:22.000,Variant 29,29
Case 5711,4,2012/01/17 00:44:43.000,Variant 29,29
Case 5711,6,2012/01/20 21:58:23.000,Variant 29,29
Case 5712,1,2012/01/04 18:16:28.000,Variant 1,1
Case 5713,3,2012/01/04 21:49:17.000,Variant 65,65
Case 5713,5,2012/01/05 21:15:42.000,Variant 65,65
Case 5713,6,2012/01/24 23:48:16.000,Variant 65,65
Case 5713,4,2012/01/26 01:05:44.000,Variant 65,65
Case 5713,6,2012/01/26 19:45:16.000,Variant 65,65
Case 5713,4,2012/01/26 19:49:04.000,Variant 65,65
Case 5713,6,2012/01/30 17:07:02.000,Variant 65,65
Case 5713,4,2012/01/30 18:23:40.000,Variant 65,65
Case 5713,6,2012/02/02 18:44:58.000,Variant 65,65
Case 5713,4,2012/02/03 02:27:34.000,Variant 65,65
Case 5713,6,2012/02/03 22:14:51.000,Variant 65,65
Case 5713,6,2012/02/03 22:21:02.000,Variant 65,65
Case 5714,1,2012/01/04 18:18:30.000,Variant 1,1
Case 5715,1,2012/01/04 18:22:19.000,Variant 16,16
Case 5715,3,2012/01/05 01:24:20.000,Variant 16,16
Case 5715,5,2012/01/12 20:34:45.000,Variant 16,16
Case 5715,6,2012/02/01 22:45:39.000,Variant 16,16
Case 5715,6,2012/02/02 01:20:12.000,Variant 16,16
Case 5716,3,2012/01/04 23:42:31.000,Variant 5,5
Case 5716,5,2012/01/04 23:45:12.000,Variant 5,5
Case 5716,6,2012/01/17 05:46:15.000,Variant 5,5
Case 5717,3,2012/01/04 23:56:09.000,Variant 5,5
Case 5717,5,2012/01/16 22:26:30.000,Variant 5,5
Case 5717,6,2012/01/20 00:07:49.000,Variant 5,5
Case 5718,3,2012/01/05 00:05:10.000,Variant 3,3
Case 5718,3,2012/02/03 18:15:26.000,Variant 3,3
Case 5719,3,2012/01/04 17:13:30.000,Variant 3,3
Case 5719,3,2012/01/06 03:19:19.000,Variant 3,3
Case 5720,1,2012/01/04 18:23:49.000,Variant 9,9
Case 5720,1,2012/01/05 01:15:18.000,Variant 9,9
Case 5721,3,2012/01/04 17:11:54.000,Variant 3,3
Case 5721,3,2012/01/04 20:24:35.000,Variant 3,3
Case 5722,1,2012/01/04 18:25:49.000,Variant 1,1
Case 5723,1,2012/01/04 18:47:38.000,Variant 1,1
Case 5724,1,2012/01/04 18:48:54.000,Variant 19,19
Case 5724,3,2012/01/05 01:25:38.000,Variant 19,19
Case 5724,5,2012/01/13 01:01:11.000,Variant 19,19
Case 5724,6,2012/01/17 00:43:09.000,Variant 19,19
Case 5724,4,2012/01/17 01:47:48.000,Variant 19,19
Case 5724,6,2012/01/17 18:44:21.000,Variant 19,19
Case 5724,6,2012/01/17 18:55:59.000,Variant 19,19
Case 5725,1,2012/01/04 18:50:13.000,Variant 12,12
Case 5725,3,2012/01/05 01:41:42.000,Variant 12,12
Case 5725,5,2012/01/05 01:43:01.000,Variant 12,12
Case 5725,6,2012/01/17 20:01:43.000,Variant 12,12
Case 5726,1,2012/01/04 18:53:24.000,Variant 4,4
Case 5726,3,2012/01/05 02:32:40.000,Variant 4,4
Case 5726,3,2012/01/18 20:55:38.000,Variant 4,4
Case 5727,1,2012/01/04 18:54:05.000,Variant 43,43
Case 5727,2,2012/01/05 19:54:47.000,Variant 43,43
Case 5727,2,2012/01/05 21:43:48.000,Variant 43,43
Case 5728,1,2012/01/04 18:56:26.000,Variant 10,10
Case 5728,3,2012/01/05 02:26:40.000,Variant 10,10
Case 5729,1,2012/01/04 19:01:26.000,Variant 9,9
Case 5729,1,2012/01/04 19:16:57.000,Variant 9,9
Case 5730,1,2012/01/04 19:05:36.000,Variant 6,6
Case 5730,3,2012/01/05 03:02:40.000,Variant 6,6
Case 5730,5,2012/01/05 03:04:40.000,Variant 6,6
Case 5730,5,2012/01/17 02:04:18.000,Variant 6,6
Case 5731,1,2012/01/04 19:07:28.000,Variant 19,19
Case 5731,3,2012/01/05 03:45:55.000,Variant 19,19
Case 5731,5,2012/01/12 18:51:57.000,Variant 19,19
Case 5731,6,2012/01/18 00:53:34.000,Variant 19,19
Case 5731,4,2012/01/18 20:02:49.000,Variant 19,19
Case 5731,6,2012/01/24 00:13:16.000,Variant 19,19
Case 5731,6,2012/01/24 00:26:34.000,Variant 19,19
Case 5732,3,2012/01/04 17:10:48.000,Variant 2,2
Case 5732,5,2012/01/24 19:40:50.000,Variant 2,2
Case 5732,5,2012/02/17 18:15:35.000,Variant 2,2
Case 5733,1,2012/01/04 18:14:05.000,Variant 1,1
Case 5734,1,2012/01/04 19:08:18.000,Variant 4,4
Case 5734,3,2012/01/05 04:37:07.000,Variant 4,4
Case 5734,3,2012/01/05 05:08:02.000,Variant 4,4
Case 5735,3,2012/01/05 02:45:21.000,Variant 21,21
Case 5735,5,2012/01/10 19:06:37.000,Variant 21,21
Case 5735,6,2012/01/13 22:24:44.000,Variant 21,21
Case 5735,4,2012/01/14 00:56:36.000,Variant 21,21
Case 5735,6,2012/01/18 17:51:21.000,Variant 21,21
Case 5735,4,2012/01/18 21:51:02.000,Variant 21,21
Case 5735,6,2012/01/19 00:54:22.000,Variant 21,21
Case 5735,6,2012/01/19 01:16:24.000,Variant 21,21
Case 5736,1,2012/01/04 19:29:53.000,Variant 1,1
Case 5737,1,2012/01/04 19:38:44.000,Variant 10,10
Case 5737,3,2012/01/04 20:14:08.000,Variant 10,10
Case 5738,1,2012/01/04 21:53:07.000,Variant 4,4
Case 5738,3,2012/01/05 03:54:11.000,Variant 4,4
Case 5738,3,2012/01/05 04:00:35.000,Variant 4,4
Case 5739,1,2012/01/04 21:54:17.000,Variant 1,1
Case 5740,1,2012/01/04 21:55:08.000,Variant 1,1
Case 5741,3,2012/01/05 01:04:14.000,Variant 7,7
Case 5741,5,2012/01/16 20:28:30.000,Variant 7,7
Case 5741,6,2012/01/19 01:59:07.000,Variant 7,7
Case 5741,4,2012/01/19 02:01:31.000,Variant 7,7
Case 5741,6,2012/01/20 17:24:26.000,Variant 7,7
Case 5742,3,2012/01/05 03:08:26.000,Variant 3,3
Case 5742,3,2012/01/07 01:20:06.000,Variant 3,3
Case 5743,1,2012/01/04 21:56:34.000,Variant 1,1
Case 5744,3,2012/01/04 21:12:27.000,Variant 2,2
Case 5744,5,2012/01/04 21:22:32.000,Variant 2,2
Case 5744,5,2012/01/05 03:33:30.000,Variant 2,2
Case 5745,1,2012/01/04 21:58:52.000,Variant 4,4
Case 5745,3,2012/01/05 04:50:50.000,Variant 4,4
Case 5745,3,2012/01/05 05:34:18.000,Variant 4,4
Case 5746,1,2012/01/04 22:33:56.000,Variant 4,4
Case 5746,3,2012/01/05 04:53:12.000,Variant 4,4
Case 5746,3,2012/01/05 05:13:22.000,Variant 4,4
Case 5747,3,2012/01/05 03:45:27.000,Variant 7,7
Case 5747,5,2012/01/10 05:19:46.000,Variant 7,7
Case 5747,6,2012/01/20 18:57:19.000,Variant 7,7
Case 5747,4,2012/01/20 20:03:52.000,Variant 7,7
Case 5747,6,2012/01/23 19:27:28.000,Variant 7,7
Case 5748,3,2012/01/05 03:13:25.000,Variant 2,2
Case 5748,5,2012/01/05 03:14:44.000,Variant 2,2
Case 5748,5,2012/01/21 03:27:16.000,Variant 2,2
Case 5749,1,2012/01/04 22:33:35.000,Variant 1,1
Case 5750,3,2012/01/05 04:07:54.000,Variant 20,20
Case 5750,5,2012/01/05 04:10:07.000,Variant 20,20
Case 5750,6,2012/01/17 17:55:32.000,Variant 20,20
Case 5750,4,2012/01/17 23:02:38.000,Variant 20,20
Case 5751,3,2012/01/05 04:43:34.000,Variant 3,3
Case 5751,3,2012/01/05 05:33:30.000,Variant 3,3
Case 5752,3,2012/01/05 03:48:16.000,Variant 5,5
Case 5752,5,2012/01/05 20:22:47.000,Variant 5,5
Case 5752,6,2012/01/26 22:40:14.000,Variant 5,5
Case 5753,1,2012/01/04 22:05:25.000,Variant 33,33
Case 5753,3,2012/01/04 22:17:32.000,Variant 33,33
Case 5753,5,2012/01/04 22:18:30.000,Variant 33,33
Case 5753,6,2012/01/16 18:42:55.000,Variant 33,33
Case 5753,4,2012/01/17 00:08:47.000,Variant 33,33
Case 5753,6,2012/01/17 19:05:50.000,Variant 33,33
Case 5753,4,2012/01/17 19:11:31.000,Variant 33,33
Case 5754,3,2012/01/05 03:57:21.000,Variant 3,3
Case 5754,3,2012/01/05 04:48:01.000,Variant 3,3
Case 5755,3,2012/01/05 03:53:57.000,Variant 3,3
Case 5755,3,2012/01/07 21:26:27.000,Variant 3,3
Case 5756,1,2012/01/04 23:46:41.000,Variant 1,1
Case 5757,1,2012/01/04 23:46:24.000,Variant 1,1
Case 5758,1,2012/01/05 00:00:09.000,Variant 9,9
Case 5758,1,2012/01/05 00:52:30.000,Variant 9,9
Case 5759,1,2012/01/05 00:00:09.000,Variant 9,9
Case 5759,1,2012/01/05 00:51:26.000,Variant 9,9
Case 5760,1,2012/01/04 23:51:03.000,Variant 4,4
Case 5760,3,2012/01/05 05:06:19.000,Variant 4,4
Case 5760,3,2012/02/04 18:15:15.000,Variant 4,4
Case 5761,3,2012/01/05 05:19:07.000,Variant 3,3
Case 5761,3,2012/01/11 19:30:47.000,Variant 3,3
Case 5762,1,2012/01/05 00:53:43.000,Variant 1,1
Case 5763,1,2012/01/05 00:57:27.000,Variant 1,1
Case 5764,3,2012/01/05 00:22:16.000,Variant 13,13
Case 5764,5,2012/01/05 00:24:38.000,Variant 13,13
Case 5764,6,2012/01/19 23:14:07.000,Variant 13,13
Case 5764,4,2012/01/19 23:16:32.000,Variant 13,13
Case 5764,6,2012/01/25 16:46:11.000,Variant 13,13
Case 5764,6,2012/01/25 18:56:57.000,Variant 13,13
Case 5765,1,2012/01/05 00:54:33.000,Variant 1,1
Case 5766,1,2012/01/05 00:37:52.000,Variant 1,1
Case 5767,3,2012/01/05 00:44:45.000,Variant 13,13
Case 5767,5,2012/01/05 00:45:52.000,Variant 13,13
Case 5767,6,2012/01/21 03:10:47.000,Variant 13,13
Case 5767,4,2012/01/23 21:22:45.000,Variant 13,13
Case 5767,6,2012/01/24 19:37:54.000,Variant 13,13
Case 5767,6,2012/01/24 20:08:23.000,Variant 13,13
Case 5768,1,2012/01/05 00:59:16.000,Variant 4,4
Case 5768,3,2012/01/05 05:23:17.000,Variant 4,4
Case 5768,3,2012/01/06 18:13:07.000,Variant 4,4
Case 5769,3,2012/01/05 05:42:28.000,Variant 2,2
Case 5769,5,2012/01/17 20:39:37.000,Variant 2,2
Case 5769,5,2012/01/18 05:32:11.000,Variant 2,2
Case 5770,1,2012/01/05 01:38:42.000,Variant 1,1
Case 5771,3,2012/01/05 05:04:45.000,Variant 3,3
Case 5771,3,2012/02/04 18:15:24.000,Variant 3,3
Case 5772,1,2012/01/05 03:54:07.000,Variant 9,9
Case 5772,1,2012/01/05 04:24:23.000,Variant 9,9
Case 5773,3,2012/01/05 05:10:10.000,Variant 2,2
Case 5773,5,2012/01/05 22:32:59.000,Variant 2,2
Case 5773,5,2012/01/21 03:47:14.000,Variant 2,2
Case 5774,3,2012/01/05 05:55:59.000,Variant 5,5
Case 5774,5,2012/01/13 01:02:56.000,Variant 5,5
Case 5774,6,2012/01/17 00:24:22.000,Variant 5,5
Case 5775,1,2012/01/05 01:52:46.000,Variant 1,1
Case 5776,1,2012/01/05 02:07:59.000,Variant 6,6
Case 5776,3,2012/01/05 05:21:47.000,Variant 6,6
Case 5776,5,2012/01/17 23:51:56.000,Variant 6,6
Case 5776,5,2012/02/06 18:15:31.000,Variant 6,6
Case 5777,3,2012/01/05 03:33:10.000,Variant 8,8
Case 5777,5,2012/01/05 19:49:01.000,Variant 8,8
Case 5777,6,2012/01/19 21:15:03.000,Variant 8,8
Case 5777,6,2012/01/19 22:10:20.000,Variant 8,8
Case 5778,1,2012/01/05 02:29:09.000,Variant 1,1
Case 5779,1,2012/01/05 03:54:07.000,Variant 9,9
Case 5779,1,2012/01/05 04:35:53.000,Variant 9,9
Case 5780,3,2012/01/05 18:15:23.000,Variant 8,8
Case 5780,5,2012/01/17 20:58:35.000,Variant 8,8
Case 5780,6,2012/01/27 03:15:17.000,Variant 8,8
Case 5780,6,2012/01/27 23:27:27.000,Variant 8,8
Case 5781,1,2012/01/05 03:21:49.000,Variant 10,10
Case 5781,3,2012/01/05 05:43:54.000,Variant 10,10
Case 5782,3,2012/01/05 02:58:51.000,Variant 5,5
Case 5782,5,2012/01/05 03:07:50.000,Variant 5,5
Case 5782,6,2012/01/17 19:52:27.000,Variant 5,5
Case 5783,1,2012/01/05 03:23:48.000,Variant 1,1
Case 5784,3,2012/01/05 05:12:54.000,Variant 3,3
Case 5784,3,2012/01/05 18:13:16.000,Variant 3,3
Case 5785,3,2012/01/05 03:42:44.000,Variant 2,2
Case 5785,5,2012/01/05 03:45:19.000,Variant 2,2
Case 5785,5,2012/03/08 04:49:48.000,Variant 2,2
Case 5786,1,2012/01/05 03:46:37.000,Variant 4,4
Case 5786,3,2012/01/05 05:47:44.000,Variant 4,4
Case 5786,3,2012/01/05 18:16:59.000,Variant 4,4
Case 5787,3,2012/01/05 05:46:47.000,Variant 8,8
Case 5787,5,2012/01/25 20:48:04.000,Variant 8,8
Case 5787,6,2012/02/27 19:24:26.000,Variant 8,8
Case 5787,6,2012/02/27 19:31:37.000,Variant 8,8
Case 5788,3,2012/01/05 05:56:39.000,Variant 17,17
Case 5788,5,2012/01/17 20:10:15.000,Variant 17,17
Case 5789,1,2012/01/05 04:37:12.000,Variant 1,1
Case 5790,1,2012/01/05 04:38:15.000,Variant 4,4
Case 5790,3,2012/01/05 18:31:26.000,Variant 4,4
Case 5790,3,2012/01/06 03:49:57.000,Variant 4,4
Case 5791,1,2012/01/05 04:39:07.000,Variant 1,1
Case 5792,3,2012/01/05 18:20:24.000,Variant 3,3
Case 5792,3,2012/01/14 20:48:58.000,Variant 3,3
Case 5793,1,2012/01/05 04:40:24.000,Variant 1,1
Case 5794,3,2012/01/05 18:31:48.000,Variant 2,2
Case 5794,5,2012/01/17 22:51:30.000,Variant 2,2
Case 5794,5,2012/01/19 02:42:25.000,Variant 2,2
Case 5795,1,2012/01/05 04:59:22.000,Variant 1,1
Case 5796,3,2012/01/05 18:34:52.000,Variant 3,3
Case 5796,3,2012/02/04 18:15:27.000,Variant 3,3
Case 5797,3,2012/01/05 18:35:15.000,Variant 2,2
Case 5797,5,2012/01/17 21:15:43.000,Variant 2,2
Case 5797,5,2012/01/19 04:10:18.000,Variant 2,2
Case 5798,3,2012/01/05 05:21:55.000,Variant 2,2
Case 5798,5,2012/01/05 05:27:08.000,Variant 2,2
Case 5798,5,2012/01/23 23:56:56.000,Variant 2,2
Case 5799,3,2012/01/05 05:22:26.000,Variant 2,2
Case 5799,5,2012/01/05 05:29:17.000,Variant 2,2
Case 5799,5,2012/01/05 20:25:33.000,Variant 2,2
Case 5800,3,2012/01/05 05:59:16.000,Variant 3,3
Case 5800,3,2012/01/05 20:54:42.000,Variant 3,3
Case 5801,1,2012/01/05 05:22:27.000,Variant 16,16
Case 5801,3,2012/01/05 05:33:21.000,Variant 16,16
Case 5801,5,2012/01/05 05:36:43.000,Variant 16,16
Case 5801,6,2012/01/11 15:15:05.000,Variant 16,16
Case 5801,6,2012/01/16 20:11:48.000,Variant 16,16
Case 5802,3,2012/01/05 18:55:41.000,Variant 2,2
Case 5802,5,2012/01/05 18:57:05.000,Variant 2,2
Case 5802,5,2012/02/05 18:15:40.000,Variant 2,2
Case 5803,3,2012/01/05 19:03:15.000,Variant 7,7
Case 5803,5,2012/01/12 20:38:19.000,Variant 7,7
Case 5803,6,2012/01/17 18:24:36.000,Variant 7,7
Case 5803,4,2012/01/17 18:41:54.000,Variant 7,7
Case 5803,6,2012/01/17 19:35:29.000,Variant 7,7
Case 5804,1,2012/01/05 05:44:14.000,Variant 1,1
Case 5805,3,2012/01/05 18:25:34.000,Variant 2,2
Case 5805,5,2012/01/05 18:41:55.000,Variant 2,2
Case 5805,5,2012/01/12 21:44:29.000,Variant 2,2
Case 5806,1,2012/01/05 05:47:47.000,Variant 9,9
Case 5806,1,2012/01/05 05:53:47.000,Variant 9,9
Case 5807,3,2012/01/05 18:42:37.000,Variant 7,7
Case 5807,5,2012/01/05 20:56:10.000,Variant 7,7
Case 5807,6,2012/01/18 01:38:33.000,Variant 7,7
Case 5807,4,2012/01/18 04:53:28.000,Variant 7,7
Case 5807,6,2012/01/18 19:50:08.000,Variant 7,7
Case 5808,1,2012/01/05 18:01:44.000,Variant 1,1
Case 5809,3,2012/01/05 18:53:43.000,Variant 8,8
Case 5809,5,2012/01/10 23:20:02.000,Variant 8,8
Case 5809,6,2012/01/18 20:47:15.000,Variant 8,8
Case 5809,6,2012/01/18 21:41:53.000,Variant 8,8
Case 5810,1,2012/01/05 18:02:51.000,Variant 9,9
Case 5810,1,2012/01/05 18:05:53.000,Variant 9,9
Case 5811,1,2012/01/05 18:07:48.000,Variant 28,28
Case 5811,3,2012/01/05 20:41:55.000,Variant 28,28
Case 5811,5,2012/01/05 21:07:15.000,Variant 28,28
Case 5811,6,2012/02/01 19:57:47.000,Variant 28,28
Case 5811,4,2012/02/01 19:59:39.000,Variant 28,28
Case 5812,1,2012/01/05 18:08:47.000,Variant 4,4
Case 5812,3,2012/01/05 21:17:56.000,Variant 4,4
Case 5812,3,2012/01/06 03:46:57.000,Variant 4,4
Case 5813,1,2012/01/05 18:09:32.000,Variant 1,1
Case 5814,1,2012/01/05 18:26:46.000,Variant 33,33
Case 5814,3,2012/01/05 21:13:10.000,Variant 33,33
Case 5814,5,2012/01/17 21:34:15.000,Variant 33,33
Case 5814,6,2012/02/13 20:34:17.000,Variant 33,33
Case 5814,4,2012/02/14 05:00:39.000,Variant 33,33
Case 5814,6,2012/02/14 21:06:56.000,Variant 33,33
Case 5814,4,2012/02/14 21:08:05.000,Variant 33,33
Case 5815,3,2012/01/05 18:58:22.000,Variant 7,7
Case 5815,5,2012/01/10 19:38:33.000,Variant 7,7
Case 5815,6,2012/01/11 01:50:50.000,Variant 7,7
Case 5815,4,2012/01/12 19:18:01.000,Variant 7,7
Case 5815,6,2012/01/12 19:59:52.000,Variant 7,7
Case 5816,1,2012/01/05 18:29:25.000,Variant 28,28
Case 5816,3,2012/01/05 21:17:24.000,Variant 28,28
Case 5816,5,2012/01/06 01:33:04.000,Variant 28,28
Case 5816,6,2012/01/19 18:14:50.000,Variant 28,28
Case 5816,4,2012/01/19 21:22:16.000,Variant 28,28
Case 5817,1,2012/01/05 18:30:02.000,Variant 1,1
Case 5818,1,2012/01/05 18:31:43.000,Variant 1,1
Case 5819,1,2012/01/05 18:35:47.000,Variant 4,4
Case 5819,3,2012/01/05 21:18:23.000,Variant 4,4
Case 5819,3,2012/02/04 18:15:30.000,Variant 4,4
Case 5820,3,2012/01/05 19:02:38.000,Variant 17,17
Case 5820,5,2012/01/20 04:45:25.000,Variant 17,17
Case 5821,3,2012/01/05 19:13:47.000,Variant 2,2
Case 5821,5,2012/01/05 19:16:57.000,Variant 2,2
Case 5821,5,2012/01/18 00:03:40.000,Variant 2,2
Case 5822,1,2012/01/05 18:39:29.000,Variant 4,4
Case 5822,3,2012/01/05 19:17:29.000,Variant 4,4
Case 5822,3,2012/01/05 21:21:17.000,Variant 4,4
Case 5823,1,2012/01/05 18:42:09.000,Variant 1,1
Case 5824,1,2012/01/05 18:43:29.000,Variant 26,26
Case 5824,3,2012/01/05 21:29:37.000,Variant 26,26
Case 5824,5,2012/01/26 04:00:40.000,Variant 26,26
Case 5824,6,2012/02/02 19:02:09.000,Variant 26,26
Case 5824,4,2012/02/02 20:11:27.000,Variant 26,26
Case 5824,6,2012/02/02 20:58:00.000,Variant 26,26
Case 5824,4,2012/02/03 00:11:04.000,Variant 26,26
Case 5824,6,2012/02/06 20:07:40.000,Variant 26,26
Case 5825,1,2012/01/05 18:44:28.000,Variant 14,14
Case 5825,3,2012/01/05 21:42:17.000,Variant 14,14
Case 5825,5,2012/01/05 21:43:20.000,Variant 14,14
Case 5825,6,2012/01/18 21:24:37.000,Variant 14,14
Case 5825,4,2012/01/19 00:16:35.000,Variant 14,14
Case 5825,6,2012/01/19 21:02:41.000,Variant 14,14
Case 5826,1,2012/01/05 18:46:06.000,Variant 1,1
Case 5827,1,2012/01/05 18:47:14.000,Variant 26,26
Case 5827,3,2012/01/05 22:49:56.000,Variant 26,26
Case 5827,5,2012/01/17 21:49:45.000,Variant 26,26
Case 5827,6,2012/02/08 21:03:33.000,Variant 26,26
Case 5827,4,2012/02/08 23:13:12.000,Variant 26,26
Case 5827,6,2012/02/09 18:23:06.000,Variant 26,26
Case 5827,4,2012/02/09 20:45:25.000,Variant 26,26
Case 5827,6,2012/02/15 19:23:35.000,Variant 26,26
Case 5828,1,2012/01/05 19:17:28.000,Variant 16,16
Case 5828,3,2012/01/05 21:56:37.000,Variant 16,16
Case 5828,5,2012/01/17 21:41:22.000,Variant 16,16
Case 5828,6,2012/01/27 21:20:23.000,Variant 16,16
Case 5828,6,2012/01/28 00:53:27.000,Variant 16,16
Case 5829,3,2012/01/05 19:37:09.000,Variant 3,3
Case 5829,3,2012/01/17 05:38:08.000,Variant 3,3
Case 5830,3,2012/01/05 19:24:23.000,Variant 3,3
Case 5830,3,2012/02/04 18:15:33.000,Variant 3,3
Case 5831,1,2012/01/05 19:21:54.000,Variant 4,4
Case 5831,3,2012/01/05 21:47:46.000,Variant 4,4
Case 5831,3,2012/01/06 00:45:32.000,Variant 4,4
Case 5832,3,2012/01/05 20:32:05.000,Variant 5,5
Case 5832,5,2012/01/17 21:20:33.000,Variant 5,5
Case 5832,6,2012/02/13 21:18:40.000,Variant 5,5
Case 5833,1,2012/01/05 19:23:08.000,Variant 14,14
Case 5833,3,2012/01/05 23:57:10.000,Variant 14,14
Case 5833,5,2012/01/11 23:54:10.000,Variant 14,14
Case 5833,6,2012/01/24 18:40:41.000,Variant 14,14
Case 5833,4,2012/01/24 18:44:11.000,Variant 14,14
Case 5833,6,2012/02/01 22:06:49.000,Variant 14,14
Case 5834,3,2012/01/05 20:17:19.000,Variant 8,8
Case 5834,5,2012/01/17 23:07:04.000,Variant 8,8
Case 5834,6,2012/01/31 20:03:15.000,Variant 8,8
Case 5834,6,2012/01/31 20:22:46.000,Variant 8,8
Case 5835,1,2012/01/05 19:01:52.000,Variant 1,1
Case 5836,3,2012/01/05 19:24:49.000,Variant 7,7
Case 5836,5,2012/01/16 19:29:12.000,Variant 7,7
Case 5836,6,2012/01/18 20:43:05.000,Variant 7,7
Case 5836,4,2012/01/18 22:59:03.000,Variant 7,7
Case 5836,6,2012/01/24 01:28:14.000,Variant 7,7
Case 5837,3,2012/01/05 22:59:07.000,Variant 2,2
Case 5837,5,2012/01/17 23:09:15.000,Variant 2,2
Case 5837,5,2012/01/19 04:52:51.000,Variant 2,2
Case 5838,3,2012/01/05 23:01:33.000,Variant 2,2
Case 5838,5,2012/01/17 21:36:45.000,Variant 2,2
Case 5838,5,2012/01/21 23:07:42.000,Variant 2,2
Case 5839,1,2012/01/05 20:12:03.000,Variant 1,1
Case 5840,3,2012/01/05 20:25:39.000,Variant 66,66
Case 5840,5,2012/01/17 21:19:12.000,Variant 66,66
Case 5840,6,2012/01/23 21:30:48.000,Variant 66,66
Case 5840,4,2012/01/23 23:52:49.000,Variant 66,66
Case 5840,6,2012/01/26 20:54:56.000,Variant 66,66
Case 5840,4,2012/01/26 21:24:22.000,Variant 66,66
Case 5840,6,2012/02/02 20:11:29.000,Variant 66,66
Case 5840,4,2012/02/02 23:09:52.000,Variant 66,66
Case 5840,6,2012/02/06 22:11:14.000,Variant 66,66
Case 5840,4,2012/02/07 00:58:17.000,Variant 66,66
Case 5840,6,2012/02/29 23:01:41.000,Variant 66,66
Case 5840,4,2012/03/01 02:11:54.000,Variant 66,66
Case 5840,4,2012/03/02 21:10:13.000,Variant 66,66
Case 5841,3,2012/01/05 21:03:34.000,Variant 21,21
