Case ID,Activity,Resource,Complete Timestamp,Variant,Variant index,concept:name,impact,lifecycle:transition,org:group,org:role,organization country,organization involved,product,resource country
Case 567,Completed-Closed,Value 77,2012/01/04 00:01:22.000,Variant 1,1,Completed,Medium,Closed,Org line G4,,se,M19 2nd,PROD286,Sweden
Case 568,Accepted-In Progress,Value 295,2011/10/14 02:22:38.000,Variant 206,206,Accepted,Medium,In Progress,Org line C,E_8,in,G183 2nd,PROD476,France
Case 568,Queued-Awaiting Assignment,Value 295,2011/10/14 02:27:15.000,Variant 206,206,Queued,Medium,Awaiting Assignment,Org line C,E_8,in,G183 2nd,PROD476,France
Case 568,Accepted-In Progress,Value 186,2011/10/18 21:43:47.000,Variant 206,206,Accepted,Medium,In Progress,Org line C,E_8,in,G181 2nd,PROD476,INDIA
Case 568,Accepted-Wait,Value 186,2011/10/18 21:43:56.000,Variant 206,206,Accepted,Medium,Wait,Org line C,E_8,in,G181 2nd,PROD476,INDIA
Case 568,Accepted-In Progress,Value 186,2012/01/04 20:28:49.000,Variant 206,206,Accepted,Medium,In Progress,Org line C,E_8,in,G181 2nd,PROD476,Sweden
Case 568,Accepted-Assigned,Value 214,2012/02/09 15:38:50.000,Variant 206,206,Accepted,Medium,Assigned,Org line C,E_8,in,G181 2nd,PROD476,Sweden
Case 568,Accepted-In Progress,Value 214,2012/03/28 17:13:27.000,Variant 206,206,Accepted,Medium,In Progress,Org line C,E_8,in,G181 2nd,PROD476,Sweden
Case 568,Completed-Closed,Value 214,2012/03/28 17:16:13.000,Variant 206,206,Completed,Medium,Closed,Org line C,E_8,in,G181 2nd,PROD476,Sweden
Case 569,Accepted-In Progress,Value 103,2011/10/14 18:25:44.000,Variant 207,207,Accepted,Medium,In Progress,Org line C,C_6,se,G141 3rd,PROD660,Sweden
Case 569,Queued-Awaiting Assignment,Value 103,2011/10/14 18:28:14.000,Variant 207,207,Queued,Medium,Awaiting Assignment,Org line C,C_6,se,G141 3rd,PROD660,Sweden
Case 569,Accepted-Assigned,Value 123,2011/10/14 18:30:00.000,Variant 207,207,Accepted,Medium,Assigned,Org line C,C_6,se,G141 3rd,PROD660,Sweden
Case 569,Accepted-In Progress,Value 106,2012/02/09 17:51:47.000,Variant 207,207,Accepted,Medium,In Progress,Org line C,C_6,se,G141 3rd,PROD660,Sweden
Case 569,Accepted-Wait,Value 106,2012/02/14 00:35:34.000,Variant 207,207,Accepted,Medium,Wait,Org line C,C_6,se,G141 3rd,PROD660,Sweden
Case 569,Completed-Closed,Value 106,2012/03/23 22:42:37.000,Variant 207,207,Completed,Medium,Closed,Org line C,C_6,se,G141 3rd,PROD660,Sweden
Case 570,Accepted-In Progress,Value 68,2011/10/14 17:39:18.000,Variant 1,1,Accepted,Medium,In Progress,Org line V2,,se,T10 2nd,PROD615,Sweden
Case 570,Completed-Closed,Value 68,2012/03/16 20:42:52.000,Variant 1,1,Completed,Medium,Closed,Org line V2,,se,T10 2nd,PROD615,Sweden
Case 571,Accepted-In Progress,Value 296,2011/10/14 23:33:07.000,Variant 1,1,Accepted,Medium,In Progress,Org line A2,A2_4,se,G105 2nd,PROD337,Sweden
Case 571,Completed-Closed,Value 296,2012/03/06 01:03:16.000,Variant 1,1,Completed,Medium,Closed,Org line A2,A2_4,se,G105 2nd,PROD337,Sweden
Case 572,Accepted-In Progress,Value 296,2011/10/14 23:45:00.000,Variant 1,1,Accepted,Medium,In Progress,Org line A2,A2_4,se,G105 2nd,PROD337,Sweden
Case 572,Completed-Closed,Value 296,2012/02/09 18:19:55.000,Variant 1,1,Completed,Medium,Closed,Org line A2,A2_4,se,G105 2nd,PROD337,Sweden
Case 573,Accepted-In Progress,Value 297,2011/10/15 00:06:14.000,Variant 1,1,Accepted,Medium,In Progress,Org line A2,A2_4,se,G105 2nd,PROD337,Sweden
Case 573,Completed-Closed,Value 297,2012/01/04 20:07:10.000,Variant 1,1,Completed,Medium,Closed,Org line A2,A2_4,se,G105 2nd,PROD337,Sweden
Case 574,Accepted-In Progress,Value 297,2011/10/17 23:05:05.000,Variant 1,1,Accepted,Medium,In Progress,Org line A2,A2_4,se,G105 2nd,PROD337,Sweden
Case 574,Completed-Closed,Value 297,2012/01/25 22:26:37.000,Variant 1,1,Completed,Medium,Closed,Org line A2,A2_4,se,G105 2nd,PROD337,Sweden
Case 575,Accepted-In Progress,Value 281,2011/10/17 23:10:55.000,Variant 3,3,Accepted,High,In Progress,Org line C,E_8,in,G186 2nd,PROD474,Sweden
Case 575,Accepted-Wait,Value 281,2012/02/01 15:56:35.000,Variant 3,3,Accepted,High,Wait,Org line C,E_8,in,G186 2nd,PROD474,Sweden
Case 575,Completed-Closed,Value 281,2012/02/07 15:47:48.000,Variant 3,3,Completed,High,Closed,Org line C,E_8,in,G186 2nd,PROD474,Sweden
Case 576,Accepted-In Progress,Value 165,2011/10/18 02:46:10.000,Variant 208,208,Accepted,High,In Progress,Org line C,V3_3,us,N22 2nd,PROD671,USA
Case 576,Queued-Awaiting Assignment,Value 165,2011/10/18 03:40:08.000,Variant 208,208,Queued,High,Awaiting Assignment,Org line C,V3_3,us,N22 2nd,PROD671,USA
Case 576,Queued-Awaiting Assignment,Value 165,2011/10/18 03:40:09.000,Variant 208,208,Queued,High,Awaiting Assignment,Org line C,V3_3,us,N22 2nd,PROD671,USA
Case 576,Accepted-In Progress,Value 165,2011/10/18 21:39:20.000,Variant 208,208,Accepted,High,In Progress,Org line C,V3_3,us,N22 2nd,PROD671,USA
Case 576,Accepted-Wait,Value 165,2011/10/19 03:49:58.000,Variant 208,208,Accepted,High,Wait,Org line C,V3_3,us,N22 2nd,PROD671,USA
Case 576,Completed-Closed,Value 165,2012/01/06 23:50:17.000,Variant 208,208,Completed,High,Closed,Org line C,V3_3,us,N22 2nd,PROD671,USA
Case 577,Accepted-In Progress,Value 298,2011/10/18 19:06:35.000,Variant 1,1,Accepted,Low,In Progress,Org line G4,,se,S33 2nd,PROD397,Sweden
Case 577,Completed-Closed,Value 298,2012/01/09 21:54:21.000,Variant 1,1,Completed,Low,Closed,Org line G4,,se,S33 2nd,PROD397,Sweden
Case 578,Accepted-In Progress,Value 126,2011/10/18 23:07:28.000,Variant 36,36,Accepted,Medium,In Progress,Org line A2,A2_3,se,U6 2nd,PROD802,Sweden
Case 578,Accepted-In Progress,Value 126,2011/10/18 23:07:50.000,Variant 36,36,Accepted,Medium,In Progress,Org line A2,A2_3,se,U6 2nd,PROD802,Sweden
Case 578,Queued-Awaiting Assignment,Value 126,2011/10/18 23:10:17.000,Variant 36,36,Queued,Medium,Awaiting Assignment,Org line A2,A2_3,se,U6 2nd,PROD802,Sweden
Case 578,Accepted-In Progress,Value 126,2011/11/28 21:46:11.000,Variant 36,36,Accepted,Medium,In Progress,Org line A2,A2_3,se,U6 2nd,PROD802,Sweden
Case 578,Accepted-Assigned,Value 31,2011/12/12 18:22:13.000,Variant 36,36,Accepted,Medium,Assigned,Org line A2,A2_3,se,U6 2nd,PROD802,Sweden
Case 578,Accepted-In Progress,Value 13,2012/02/06 23:32:02.000,Variant 36,36,Accepted,Medium,In Progress,Org line A2,A2_3,se,U5 2nd,PROD802,Sweden
Case 578,Completed-Closed,Value 13,2012/02/06 23:34:54.000,Variant 36,36,Completed,Medium,Closed,Org line A2,A2_3,se,U5 2nd,PROD802,Sweden
Case 579,Accepted-In Progress,Value 118,2011/10/18 23:37:21.000,Variant 1,1,Accepted,High,In Progress,Org line C,C_6,fr,G225 3rd,PROD804,France
Case 579,Completed-Closed,Value 118,2012/03/30 19:43:20.000,Variant 1,1,Completed,High,Closed,Org line C,C_6,fr,G225 3rd,PROD804,France
Case 580,Accepted-In Progress,Value 13,2011/10/19 22:02:57.000,Variant 1,1,Accepted,Medium,In Progress,Org line A2,D_1,se,L38 3rd,PROD607,Sweden
Case 580,Completed-Closed,Value 13,2012/02/22 18:50:42.000,Variant 1,1,Completed,Medium,Closed,Org line A2,D_1,se,L38 3rd,PROD607,Sweden
Case 581,Accepted-In Progress,Value 55,2011/10/19 17:28:17.000,Variant 44,44,Accepted,High,In Progress,Org line C,V3_3,us,V42 2nd,PROD794,France
Case 581,Completed-Closed,Value 55,2011/11/04 15:57:09.000,Variant 44,44,Completed,High,Closed,Org line C,V3_3,us,V42 2nd,PROD794,France
Case 581,Accepted-In Progress,Value 55,2011/11/15 02:07:58.000,Variant 44,44,Accepted,High,In Progress,Org line C,V3_3,us,V42 2nd,PROD794,France
Case 581,Queued-Awaiting Assignment,Value 150,2011/11/26 03:27:17.000,Variant 44,44,Queued,High,Awaiting Assignment,Org line C,E_4,us,G88 2nd,PROD794,USA
Case 581,Accepted-In Progress,Value 299,2011/11/28 19:20:33.000,Variant 44,44,Accepted,High,In Progress,Org line C,E_4,us,G88 2nd,PROD794,INDIA
Case 581,Completed-Closed,Value 299,2012/01/05 18:57:29.000,Variant 44,44,Completed,High,Closed,Org line C,E_4,us,G88 2nd,PROD794,INDIA
Case 582,Queued-Awaiting Assignment,Value 300,2011/10/19 21:46:56.000,Variant 209,209,Queued,Medium,Awaiting Assignment,Org line A2,D_1,fr,V21 2nd,PROD603,France
Case 582,Accepted-In Progress,Value 300,2011/10/19 22:23:01.000,Variant 209,209,Accepted,Medium,In Progress,Org line A2,D_1,fr,V44 3rd,PROD603,France
Case 582,Queued-Awaiting Assignment,Value 300,2011/10/19 22:34:22.000,Variant 209,209,Queued,Medium,Awaiting Assignment,Org line A2,D_1,fr,V21 2nd,PROD603,France
Case 582,Accepted-In Progress,Value 300,2011/10/19 22:36:21.000,Variant 209,209,Accepted,Medium,In Progress,Org line A2,D_1,fr,V44 3rd,PROD603,France
Case 582,Accepted-In Progress,Value 300,2011/10/19 22:38:22.000,Variant 209,209,Accepted,Medium,In Progress,Org line A2,D_1,fr,V21 2nd,PROD603,France
Case 582,Completed-Closed,Value 300,2012/04/12 21:15:00.000,Variant 209,209,Completed,Medium,Closed,Org line A2,D_1,fr,V21 2nd,PROD603,France
Case 583,Queued-Awaiting Assignment,Value 150,2011/10/20 04:47:58.000,Variant 34,34,Queued,High,Awaiting Assignment,Org line C,E_4,us,G88 2nd,PROD348,USA
Case 583,Accepted-In Progress,Value 299,2011/10/20 18:38:25.000,Variant 34,34,Accepted,High,In Progress,Org line C,E_4,us,G88 2nd,PROD348,INDIA
Case 583,Completed-Closed,Value 299,2011/11/07 03:42:28.000,Variant 34,34,Completed,High,Closed,Org line C,E_4,us,G88 2nd,PROD348,INDIA
Case 583,Accepted-In Progress,Value 299,2011/11/11 23:47:02.000,Variant 34,34,Accepted,High,In Progress,Org line C,E_4,us,G88 2nd,PROD348,INDIA
Case 583,Completed-Closed,Value 299,2012/01/04 15:12:48.000,Variant 34,34,Completed,High,Closed,Org line C,E_4,us,G88 2nd,PROD348,INDIA
Case 584,Accepted-In Progress,Value 133,2011/10/20 04:55:35.000,Variant 1,1,Accepted,High,In Progress,Org line G4,,se,S33 2nd,PROD374,Sweden
Case 584,Completed-Closed,Value 133,2012/01/26 19:18:45.000,Variant 1,1,Completed,High,Closed,Org line G4,,se,S33 2nd,PROD374,Sweden
Case 585,Accepted-In Progress,Value 164,2011/10/20 21:39:33.000,Variant 1,1,Accepted,Medium,In Progress,Org line G4,,se,S33 2nd,PROD374,Sweden
Case 585,Completed-Closed,Value 164,2012/03/13 21:19:08.000,Variant 1,1,Completed,Medium,Closed,Org line G4,,se,S33 2nd,PROD374,Sweden
Case 586,Accepted-In Progress,Value 46,2011/10/21 01:10:50.000,Variant 2,2,Accepted,Medium,In Progress,Org line G3,,us,G199 3rd,PROD97,USA
Case 586,Queued-Awaiting Assignment,Value 46,2011/10/21 01:15:07.000,Variant 2,2,Queued,Medium,Awaiting Assignment,Org line G3,,us,G199 3rd,PROD97,USA
Case 586,Accepted-In Progress,Value 78,2011/10/21 01:18:35.000,Variant 2,2,Accepted,Medium,In Progress,Org line G3,,us,G199 3rd,PROD97,Sweden
Case 586,Accepted-Assigned,Value 46,2011/10/21 01:18:43.000,Variant 2,2,Accepted,Medium,Assigned,Org line G3,,us,G199 3rd,PROD97,USA
Case 586,Accepted-In Progress,Value 43,2012/02/07 04:35:18.000,Variant 2,2,Accepted,Medium,In Progress,Org line G3,,us,G199 3rd,PROD97,POLAND
Case 586,Completed-Closed,Value 43,2012/02/07 04:39:45.000,Variant 2,2,Completed,Medium,Closed,Org line G3,,us,G199 3rd,PROD97,POLAND
Case 587,Accepted-In Progress,Value 69,2011/10/21 12:54:48.000,Variant 5,5,Accepted,Medium,In Progress,Org line B,E_10,in,G230 2nd,PROD424,INDIA
Case 587,Queued-Awaiting Assignment,Value 69,2011/10/21 12:56:45.000,Variant 5,5,Queued,Medium,Awaiting Assignment,Org line B,E_10,in,G230 2nd,PROD424,INDIA
Case 587,Accepted-In Progress,Value 71,2011/10/23 03:51:42.000,Variant 5,5,Accepted,Medium,In Progress,Org line B,E_10,in,G230 2nd,PROD424,INDIA
Case 587,Completed-Closed,Value 71,2012/03/13 19:34:52.000,Variant 5,5,Completed,Medium,Closed,Org line B,E_10,in,G230 2nd,PROD424,INDIA
Case 588,Accepted-In Progress,Value 69,2011/10/21 13:03:08.000,Variant 5,5,Accepted,Medium,In Progress,Org line B,E_10,in,G230 2nd,PROD321,INDIA
Case 588,Queued-Awaiting Assignment,Value 69,2011/10/21 13:14:43.000,Variant 5,5,Queued,Medium,Awaiting Assignment,Org line B,E_10,in,G230 2nd,PROD321,INDIA
Case 588,Accepted-In Progress,Value 71,2011/10/23 03:53:09.000,Variant 5,5,Accepted,Medium,In Progress,Org line B,E_10,in,G230 2nd,PROD321,INDIA
Case 588,Completed-Closed,Value 71,2012/01/18 20:52:17.000,Variant 5,5,Completed,Medium,Closed,Org line B,E_10,in,G230 2nd,PROD321,INDIA
Case 589,Accepted-In Progress,Value 244,2011/10/21 21:01:26.000,Variant 1,1,Accepted,Medium,In Progress,Org line C,E_10,se,G255 2nd,PROD399,Sweden
Case 589,Completed-Closed,Value 244,2012/02/01 21:02:51.000,Variant 1,1,Completed,Medium,Closed,Org line C,E_10,se,G255 2nd,PROD399,Sweden
Case 590,Accepted-In Progress,Value 62,2011/10/21 23:33:02.000,Variant 210,210,Accepted,Low,In Progress,Org line A2,A2_3,se,S35 2nd,PROD551,Sweden
Case 590,Accepted-Wait,Value 62,2011/10/21 23:34:07.000,Variant 210,210,Accepted,Low,Wait,Org line A2,A2_3,se,S35 2nd,PROD551,Sweden
Case 590,Accepted-In Progress,Value 62,2011/10/25 00:35:23.000,Variant 210,210,Accepted,Low,In Progress,Org line A2,A2_3,se,S35 2nd,PROD551,Sweden
Case 590,Accepted-Wait,Value 62,2011/12/07 23:15:03.000,Variant 210,210,Accepted,Low,Wait,Org line A2,A2_3,se,S35 2nd,PROD551,Sweden
Case 590,Accepted-In Progress,Value 62,2012/01/12 21:39:47.000,Variant 210,210,Accepted,Low,In Progress,Org line A2,A2_3,se,S35 2nd,PROD551,Sweden
Case 590,Completed-Closed,Value 62,2012/01/12 21:40:52.000,Variant 210,210,Completed,Low,Closed,Org line A2,A2_3,se,S35 2nd,PROD551,Sweden
Case 591,Accepted-In Progress,Value 301,2011/10/23 12:46:32.000,Variant 1,1,Accepted,Low,In Progress,Org line B,E_10,in,G238 2nd,PROD209,INDIA
Case 591,Completed-Closed,Value 301,2012/01/09 09:29:49.000,Variant 1,1,Completed,Low,Closed,Org line B,E_10,in,G238 2nd,PROD209,INDIA
Case 592,Accepted-In Progress,Value 132,2011/10/23 17:39:49.000,Variant 1,1,Accepted,Medium,In Progress,Org line G4,,se,S33 2nd,PROD374,Sweden
Case 592,Completed-Closed,Value 132,2012/01/09 18:21:47.000,Variant 1,1,Completed,Medium,Closed,Org line G4,,se,S33 2nd,PROD374,Sweden
Case 593,Accepted-In Progress,Value 207,2011/10/23 02:40:10.000,Variant 5,5,Accepted,Medium,In Progress,Org line C,E_1,se,G99 2nd,PROD153,Sweden
Case 593,Queued-Awaiting Assignment,Value 207,2011/10/23 02:42:30.000,Variant 5,5,Queued,Medium,Awaiting Assignment,Org line C,E_1,se,G99 2nd,PROD153,Sweden
Case 593,Accepted-In Progress,Value 237,2011/11/21 23:12:05.000,Variant 5,5,Accepted,Medium,In Progress,Org line C,E_1,se,G99 2nd,PROD153,USA
Case 593,Completed-Closed,Value 237,2012/01/18 22:24:22.000,Variant 5,5,Completed,Medium,Closed,Org line C,E_1,se,G99 2nd,PROD153,USA
Case 594,Accepted-In Progress,Value 29,2011/10/24 16:11:07.000,Variant 7,7,Accepted,Medium,In Progress,Org line A2,A2_1,gb,G42 3rd,PROD236,United Kingdom
Case 594,Accepted-Wait,Value 29,2011/10/24 16:14:00.000,Variant 7,7,Accepted,Medium,Wait,Org line A2,A2_1,gb,G42 3rd,PROD236,United Kingdom
Case 594,Accepted-In Progress,Value 143,2012/05/05 00:01:15.000,Variant 7,7,Accepted,Medium,In Progress,Org line A2,A2_1,gb,G42 3rd,PROD236,United Kingdom
Case 594,Completed-Closed,Value 143,2012/05/05 00:01:17.000,Variant 7,7,Completed,Medium,Closed,Org line A2,A2_1,gb,G42 3rd,PROD236,United Kingdom
Case 595,Accepted-In Progress,Value 57,2011/10/24 17:41:20.000,Variant 6,6,Accepted,Medium,In Progress,Org line C,C_1,be,G56 3rd,PROD795,Sweden
Case 595,Accepted-Assigned,Value 57,2011/10/24 17:46:49.000,Variant 6,6,Accepted,Medium,Assigned,Org line C,C_1,be,G56 3rd,PROD795,Sweden
Case 595,Accepted-In Progress,Value 57,2011/11/25 23:09:49.000,Variant 6,6,Accepted,Medium,In Progress,Org line C,C_1,be,G56 3rd,PROD795,Sweden
Case 595,Completed-Closed,Value 57,2012/01/09 23:00:52.000,Variant 6,6,Completed,Medium,Closed,Org line C,C_1,be,G56 3rd,PROD795,Sweden
Case 596,Accepted-In Progress,Value 77,2011/10/24 22:22:19.000,Variant 1,1,Accepted,Medium,In Progress,Org line G4,,se,M19 2nd,PROD286,Sweden
Case 596,Completed-Closed,Value 77,2012/01/04 00:03:49.000,Variant 1,1,Completed,Medium,Closed,Org line G4,,se,M19 2nd,PROD286,Sweden
Case 597,Accepted-In Progress,Value 302,2011/10/25 00:58:48.000,Variant 1,1,Accepted,High,In Progress,Org line V5,,de,V19 2nd,PROD637,Germany
Case 597,Completed-Closed,Value 302,2012/04/20 20:01:39.000,Variant 1,1,Completed,High,Closed,Org line V5,,de,V19 2nd,PROD637,Germany
Case 598,Accepted-Wait,Value 303,2011/10/25 11:39:54.000,Variant 211,211,Accepted,Medium,Wait,Org line C,E_4,in,G88 2nd,PROD794,INDIA
Case 598,Accepted-In Progress,Value 303,2012/01/04 21:59:47.000,Variant 211,211,Accepted,Medium,In Progress,Org line C,E_4,in,G88 2nd,PROD794,INDIA
Case 598,Accepted-Wait,Value 303,2012/01/04 21:59:54.000,Variant 211,211,Accepted,Medium,Wait,Org line C,E_4,in,G88 2nd,PROD794,INDIA
Case 598,Queued-Awaiting Assignment,Value 150,2012/03/07 21:15:35.000,Variant 211,211,Queued,Medium,Awaiting Assignment,Org line C,E_4,in,G88 2nd,PROD794,USA
Case 598,Queued-Awaiting Assignment,Value 217,2012/03/13 03:09:52.000,Variant 211,211,Queued,Medium,Awaiting Assignment,Org line C,E_5,in,G92,PROD794,INDIA
Case 598,Accepted-In Progress,Value 303,2012/03/28 23:55:11.000,Variant 211,211,Accepted,Medium,In Progress,Org line C,E_5,in,G92,PROD794,INDIA
Case 598,Completed-Closed,Value 303,2012/03/28 23:55:58.000,Variant 211,211,Completed,Medium,Closed,Org line C,E_5,in,G92,PROD794,INDIA
Case 599,Accepted-Wait,Value 304,2011/10/25 21:12:06.000,Variant 76,76,Accepted,Low,Wait,Org line A2,A2_3,se,S35 2nd,PROD551,Sweden
Case 599,Accepted-Assigned,Value 304,2011/11/28 19:10:24.000,Variant 76,76,Accepted,Low,Assigned,Org line A2,A2_3,se,S35 2nd,PROD551,Sweden
Case 599,Accepted-In Progress,Value 304,2012/02/29 22:03:00.000,Variant 76,76,Accepted,Low,In Progress,Org line A2,A2_3,se,S35 2nd,PROD551,Sweden
Case 599,Completed-Closed,Value 304,2012/02/29 22:03:01.000,Variant 76,76,Completed,Low,Closed,Org line A2,A2_3,se,S35 2nd,PROD551,Sweden
Case 600,Accepted-In Progress,Value 273,2011/10/25 22:23:06.000,Variant 1,1,Accepted,Medium,In Progress,Org line C,E_4,us,G88 2nd,PROD348,Sweden
Case 600,Completed-Closed,Value 273,2012/02/29 00:00:13.000,Variant 1,1,Completed,Medium,Closed,Org line C,E_4,us,G88 2nd,PROD348,Sweden
Case 601,Accepted-In Progress,Value 77,2011/10/25 22:34:02.000,Variant 1,1,Accepted,Medium,In Progress,Org line G4,,se,M19 2nd,PROD286,Sweden
Case 601,Completed-Closed,Value 77,2012/01/04 00:01:46.000,Variant 1,1,Completed,Medium,Closed,Org line G4,,se,M19 2nd,PROD286,Sweden
Case 602,Accepted-In Progress,Value 8,2011/10/25 22:30:47.000,Variant 1,1,Accepted,Medium,In Progress,Org line A2,A2_4,se,G105 2nd,PROD337,Sweden
Case 602,Completed-Closed,Value 8,2012/04/20 16:21:40.000,Variant 1,1,Completed,Medium,Closed,Org line A2,A2_4,se,G105 2nd,PROD337,Sweden
Case 603,Queued-Awaiting Assignment,Value 69,2011/10/26 17:56:21.000,Variant 34,34,Queued,Medium,Awaiting Assignment,Org line B,E_10,in,G230 2nd,PROD424,INDIA
Case 603,Accepted-In Progress,Value 71,2011/10/27 20:50:17.000,Variant 34,34,Accepted,Medium,In Progress,Org line B,E_10,in,G230 2nd,PROD424,INDIA
Case 603,Completed-Closed,Value 71,2011/12/30 13:05:05.000,Variant 34,34,Completed,Medium,Closed,Org line B,E_10,in,G230 2nd,PROD424,INDIA
Case 603,Accepted-In Progress,Value 71,2011/12/30 13:36:51.000,Variant 34,34,Accepted,Medium,In Progress,Org line B,E_10,in,G230 2nd,PROD424,INDIA
Case 603,Completed-Closed,Value 71,2012/01/31 20:56:19.000,Variant 34,34,Completed,Medium,Closed,Org line B,E_10,in,G230 2nd,PROD424,INDIA
Case 604,Accepted-Wait,Value 20,2011/10/26 17:22:18.000,Variant 15,15,Accepted,Medium,Wait,Org line C,E_6,se,G334 2nd,PROD289,Sweden
Case 604,Completed-Closed,Value 20,2012/02/16 01:01:59.000,Variant 15,15,Completed,Medium,Closed,Org line C,E_6,se,G334 2nd,PROD289,Sweden
Case 605,Accepted-In Progress,Value 60,2011/10/27 00:28:06.000,Variant 20,20,Accepted,Medium,In Progress,Org line G4,,se,S30 2nd,PROD412,Sweden
Case 605,Accepted-In Progress,Value 60,2011/11/01 17:25:19.000,Variant 20,20,Accepted,Medium,In Progress,Org line G4,,se,S30 2nd,PROD412,Sweden
Case 605,Accepted-Assigned,Value 104,2011/11/01 17:26:11.000,Variant 20,20,Accepted,Medium,Assigned,Org line G4,,se,S30 2nd,PROD412,Sweden
Case 605,Accepted-In Progress,Value 134,2012/03/23 18:49:00.000,Variant 20,20,Accepted,Medium,In Progress,Org line G4,,se,S30 2nd,PROD412,Sweden
Case 605,Completed-Closed,Value 134,2012/03/23 18:51:13.000,Variant 20,20,Completed,Medium,Closed,Org line G4,,se,S30 2nd,PROD412,Sweden
Case 606,Accepted-In Progress,Value 114,2011/10/27 16:39:11.000,Variant 6,6,Accepted,Medium,In Progress,Org line G4,,se,S30 2nd,PROD408,Sweden
Case 606,Accepted-Assigned,Value 114,2011/10/27 19:37:42.000,Variant 6,6,Accepted,Medium,Assigned,Org line G4,,se,S30 2nd,PROD408,Sweden
Case 606,Accepted-In Progress,Value 114,2012/03/23 21:52:39.000,Variant 6,6,Accepted,Medium,In Progress,Org line G4,,se,S30 2nd,PROD408,Sweden
Case 606,Completed-Closed,Value 114,2012/03/23 21:52:47.000,Variant 6,6,Completed,Medium,Closed,Org line G4,,se,S30 2nd,PROD408,Sweden
Case 607,Accepted-In Progress,Value 4,2011/10/27 17:37:38.000,Variant 1,1,Accepted,Medium,In Progress,Org line C,V3_2,se,M11,PROD512,Sweden
Case 607,Completed-Closed,Value 4,2012/01/09 16:20:11.000,Variant 1,1,Completed,Medium,Closed,Org line C,V3_2,se,M11,PROD512,Sweden
Case 608,Accepted-In Progress,Value 305,2011/10/27 17:24:19.000,Variant 13,13,Accepted,Medium,In Progress,Org line A2,A2_2,pl,G171 2nd,PROD686,Belgium
Case 608,Accepted-Assigned,Value 305,2011/10/27 17:33:47.000,Variant 13,13,Accepted,Medium,Assigned,Org line A2,A2_2,pl,G171 2nd,PROD686,Belgium
Case 608,Accepted-In Progress,Value 305,2011/11/08 00:30:05.000,Variant 13,13,Accepted,Medium,In Progress,Org line A2,A2_2,pl,G171 2nd,PROD686,Belgium
Case 608,Accepted-In Progress,Value 213,2012/02/27 15:50:56.000,Variant 13,13,Accepted,Medium,In Progress,Org line A2,A2_2,pl,G171 2nd,PROD686,POLAND
Case 608,Completed-Closed,Value 213,2012/04/03 21:17:41.000,Variant 13,13,Completed,Medium,Closed,Org line A2,A2_2,pl,G171 2nd,PROD686,POLAND
Case 609,Accepted-In Progress,Value 44,2011/10/27 18:48:01.000,Variant 9,9,Accepted,Medium,In Progress,Org line C,C_6,se,G273 3rd,PROD802,Sweden
Case 609,Queued-Awaiting Assignment,Value 44,2011/10/27 19:25:19.000,Variant 9,9,Queued,Medium,Awaiting Assignment,Org line C,C_6,se,G273 3rd,PROD802,Sweden
Case 609,Accepted-In Progress,Value 204,2011/10/28 18:43:21.000,Variant 9,9,Accepted,Medium,In Progress,Org line C,C_6,se,G273 3rd,PROD802,Sweden
Case 609,Accepted-Wait,Value 204,2011/10/28 18:43:29.000,Variant 9,9,Accepted,Medium,Wait,Org line C,C_6,se,G273 3rd,PROD802,Sweden
Case 609,Completed-Closed,Value 204,2012/01/10 18:10:29.000,Variant 9,9,Completed,Medium,Closed,Org line C,C_6,se,G273 3rd,PROD802,Sweden
Case 610,Accepted-In Progress,Value 103,2011/10/27 22:27:20.000,Variant 212,212,Accepted,Medium,In Progress,Org line C,C_6,se,G141 3rd,PROD660,Sweden
Case 610,Queued-Awaiting Assignment,Value 103,2011/10/28 18:49:21.000,Variant 212,212,Queued,Medium,Awaiting Assignment,Org line C,C_6,se,G141 3rd,PROD660,Sweden
Case 610,Accepted-In Progress,Value 113,2011/11/01 16:09:03.000,Variant 212,212,Accepted,Medium,In Progress,Org line C,C_6,se,G141 3rd,PROD660,Sweden
Case 610,Accepted-In Progress,Value 306,2011/11/01 18:57:12.000,Variant 212,212,Accepted,Medium,In Progress,Org line C,C_6,se,G250 3rd,PROD660,Sweden
Case 610,Accepted-Wait,Value 306,2011/11/01 18:57:22.000,Variant 212,212,Accepted,Medium,Wait,Org line C,C_6,se,G250 3rd,PROD660,Sweden
Case 610,Completed-Closed,Value 306,2012/02/28 17:51:52.000,Variant 212,212,Completed,Medium,Closed,Org line C,C_6,se,G250 3rd,PROD660,Sweden
Case 611,Accepted-In Progress,Value 2,2011/10/27 22:32:18.000,Variant 4,4,Accepted,Medium,In Progress,Org line C,C_6,se,G250 3rd,PROD660,Sweden
Case 611,Accepted-In Progress,Value 2,2011/10/27 22:33:37.000,Variant 4,4,Accepted,Medium,In Progress,Org line C,C_6,se,G250 3rd,PROD660,Sweden
Case 611,Completed-Closed,Value 2,2012/01/30 21:42:26.000,Variant 4,4,Completed,Medium,Closed,Org line C,C_6,se,G250 3rd,PROD660,Sweden
Case 612,Queued-Awaiting Assignment,Value 98,2011/10/28 00:10:48.000,Variant 8,8,Queued,High,Awaiting Assignment,Org line A2,A2_3,se,G361 2nd,PROD234,Sweden
